طابع زمني,   ما هو معدلك التوجيهي ؟,   ما هو تخصصك الجامعي الحالي؟  (عربي فقط),"   ما مدى اهتمامك بالتكنولوجيا (عندما اخترت تخصصك)  ؟
(1= ضعيف جدا )/ (5 = عالي جدا)","  ما مدى اهتمامك بالمجال الصحي والطبي (عندما اخترت تخصصك)
(1= ضعيف جدا )/ (5 = عالي جدا)","  ما مدى اهتمامك بمجال الأعمال والإدارة (عندما اخترت تخصصك) ؟
(1= ضعيف جدا ) / (5 = عالي جدا)","  ما مدى اهتمامك بالمجالات الفنية والإبداعية  (عندما اخترت تخصصك) ؟   
(1= ضعيف جدا) / (5 = عالي جدا)","   أي وصف يعبّر أكثر عن أسلوب تفكيرك (عندما اخترت تخصصك)
",كيف بتشوف شخصيتك كانت  (عندما اخترت تخصصك) ؟,  أي نوع دراسة تفضّل؟ ,  ما أسلوب العمل الذي تفضّله؟  ,"   ما مدى رضاك عن تخصصك الجامعي الحالي؟  راضٍ جدًا / راضٍ / محايد /غير راضٍ
(1=راض جدا) / (4 = غير راض) ",هل لو كان عندك نظام ذكي يرشدك قبل الجامعة، هل كان ممكن يغيّر اختيارك للتخصص؟ 
1:53:35 م 2026/01/04,85.3,علوم مالية ومصرفية ,4,5,5,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الفردي,3,نعم
2:06:40 م 2026/01/04,84,اعلام جديد ( الرقمي),5,3,2,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,1,لا
2:22:56 م 2026/01/04,٧٨٪؜,هندسه طيران,4,3,4,3,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),نظري,الاثنين معا,2,نعم
2:24:41 م 2026/01/04,٩٠٪؜,هندسه طيران,5,4,5,5,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),4,لا
2:38:11 م 2026/01/04,92,تمريض ,1,5,3,2,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),العمل الجماعي (ضمن فريق),2,نعم
2:41:46 م 2026/01/04,91,هندسة برمجيات ,5,2,2,4,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),1,نعم
2:45:40 م 2026/01/04,89.5,صيدلة ,4,5,1,2,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,3,نعم
2:48:58 م 2026/01/04,99,محاماة,5,2,3,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,1,لا
2:50:22 م 2026/01/04,84,فيزياء,3,2,3,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,3,نعم
2:52:04 م 2026/01/04,73,تحقيقات الجنائية الرقمية ,5,1,1,3,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,1,لا
3:10:30 م 2026/01/04,95.35,اللغة العربية وآدابها ,3,1,3,2,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),نظري,العمل الجماعي (ضمن فريق),2,نعم
3:14:51 م 2026/01/04,82,تربية طفل,3,1,1,5,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,4,نعم
3:15:10 م 2026/01/04,‏71.5,صيانة كهروميكانيكيه,3,3,2,5,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,3,لا
3:35:39 م 2026/01/04,82.5,علوم رياضة,4,1,3,4,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,1,لا
3:48:55 م 2026/01/04,82,اللغة الإنجليزية وادابها ,3,1,1,1,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),2,لا
3:50:11 م 2026/01/04,80,علم حاسوب,5,3,5,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,1,لا
4:00:31 م 2026/01/04,97,لم انقبل مع الاسف,3,5,4,4,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الفردي,4,نعم
4:02:55 م 2026/01/04,83.1,تخدير والانعاش التقني,5,5,2,1,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,1,لا
4:22:43 م 2026/01/04,82,تمريض,2,4,1,1,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,3,لا
4:31:26 م 2026/01/04,81.2,ادارة اعمال,3,2,4,2,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),الاثنين معا,2,نعم
4:45:12 م 2026/01/04,83,سيارات,5,3,4,1,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,2,نعم
4:49:06 م 2026/01/04,61,اعمال وتجارة إلكترونية ,5,1,5,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),العمل الجماعي (ضمن فريق),2,نعم
4:52:53 م 2026/01/04,60.05,تكنولوجيا طاقة,5,4,3,2,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,العمل الفردي,1,نعم
4:53:18 م 2026/01/04,70,ادب انجليزي ,5,5,5,5,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,3,نعم
4:58:18 م 2026/01/04,٩٨.٧,طب اسنان,1,5,1,4,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,1,لا
5:04:39 م 2026/01/04,90,اقتصاد قسم المحاسبة.. للعلم انا من دولة ليبيا شفت استبيان في استوري عشان مقياس الصدق والثبات في استبيان ,4,2,5,4,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),الاثنين معا,3,لا
5:19:08 م 2026/01/04,230,هندسة معلوماتية ,4,3,3,2,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),العمل الفردي,4,لا
5:23:45 م 2026/01/04,60%,الشريعة الإسلامية,3,1,1,1,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),العمل الفردي,3,نعم
5:47:04 م 2026/01/04,80,تكنولوجيا ماليه و اداىه مخاطر,3,2,4,5,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,3,نعم
5:50:15 م 2026/01/04,91.50,نظم المعلومات الاداريه,3,1,3,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),العمل الجماعي (ضمن فريق),1,لا
6:04:37 م 2026/01/04,89,طب اسنان,3,5,4,5,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,4,لا
6:28:53 م 2026/01/04,82,هندسة طبية حيوية ,3,3,1,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),العمل الجماعي (ضمن فريق),1,لا
6:30:40 م 2026/01/04,87.3,تمريض,1,5,1,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),العمل الجماعي (ضمن فريق),1,لا
6:39:27 م 2026/01/04,84,هندسة برمجيات ,3,1,1,2,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),العمل الجماعي (ضمن فريق),1,نعم
6:40:20 م 2026/01/04,69.4,علم نفس ,3,4,1,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,2,نعم
6:43:57 م 2026/01/04,84.05,نظم معلومات حاسوبية ,3,1,3,1,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),نظري,الاثنين معا,2,لا
6:48:20 م 2026/01/04,93,رياضيات,3,1,2,3,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),العمل الفردي,1,لا
6:48:40 م 2026/01/04,95,طب ,5,5,5,5,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,1,نعم
7:05:45 م 2026/01/04,90,هندسه منشأت مدنيه,5,1,1,5,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),العمل الجماعي (ضمن فريق),1,نعم
7:19:59 م 2026/01/04,81,هندسة البرمجيات,5,3,2,1,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,2,نعم
7:21:43 م 2026/01/04,79.50,تمريض,5,5,4,2,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),4,لا
7:34:57 م 2026/01/04,96.6,طب اسنان,2,5,3,2,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,2,لا
7:40:23 م 2026/01/04,82.9,تصوير طبي,4,5,2,3,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),العمل الفردي,3,نعم
7:41:34 م 2026/01/04,90,وسائط متعددة ويب وموبايل3,5,3,5,5,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),الاثنين معا,4,لا
7:56:38 م 2026/01/04,64.45,بكالوريوس تصميم داخلي و ديكور ,3,3,3,5,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),العمل الفردي,1,لا
8:13:25 م 2026/01/04,73.8,علم حاسوب,5,1,2,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,4,لا
8:14:06 م 2026/01/04,83,برمجه حواسيب,5,1,3,4,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,1,لا
8:16:25 م 2026/01/04,٧٦.٢,كيمياء ,1,4,1,1,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,1,نعم
8:18:54 م 2026/01/04,88,تكنلوجيا مالية,4,1,4,1,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),نظري,العمل الفردي,3,لا
8:26:53 م 2026/01/04,54,دراسات اسلاميه ,3,2,1,2,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الفردي,1,نعم
8:33:32 م 2026/01/04,79,التمريض,3,5,1,2,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,1,لا
8:40:29 م 2026/01/04,78,علوم مالية ومصرفية ,3,4,5,3,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),العمل الفردي,1,لا
8:51:12 م 2026/01/04,76,تصميم و تواصل بصري ,4,1,2,5,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الفردي,1,لا
8:55:38 م 2026/01/04,95,دكتور في الصيدلة ,3,5,2,4,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,1,لا
8:56:46 م 2026/01/04,53,ما بدرس قاعدة بالبيت 🙂,1,1,2,5,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,4,لا
9:13:14 م 2026/01/04,89.9%,صيدلة,4,5,3,2,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),دراسة فيها عملي (تطبيق),العمل الفردي,3,لا
9:13:36 م 2026/01/04,98,صيدلة ,4,5,2,4,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الجماعي (ضمن فريق),2,نعم
9:25:15 م 2026/01/04,87.35,هندسة مدنية,5,1,3,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,4,لا
9:25:37 م 2026/01/04,88%,ادارة اعمال ,5,3,5,2,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,2,نعم
9:29:59 م 2026/01/04,86,العلاج التنفسي,5,5,1,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,2,نعم
9:37:26 م 2026/01/04,80,محاماة,3,5,2,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,2,لا
9:48:31 م 2026/01/04,71.5,تربية طفل,3,1,1,4,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,3,نعم
9:55:25 م 2026/01/04,93.05,الاصلاح والوفاق الأسري الشرعي ,1,1,1,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,العمل الفردي,2,لا
9:56:48 م 2026/01/04,99,طب بشري,4,5,2,3,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,1,لا
10:17:04 م 2026/01/04,70,علم حاسوب ,4,3,2,2,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,2,نعم
4:45:30 ص 2026/01/05,70,علم الحاسوب و تطبيقاته ,4,3,2,1,تفكير منطقي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,العمل الفردي,3,نعم
1:25:24 م 2026/01/05,96.6,هندسة حاسوب,5,3,5,1,تفكير تحليلي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),العمل الجماعي (ضمن فريق),2,نعم
1:46:01 م 2026/01/05,92.2,علم البيانات و الذّكاء الاصطناعي ,3,5,1,1,تفكير تحليلي,منطوي (ما بتحب كثير تختلط بالناس),مزيج بين النظري والعملي,الاثنين معا,2,نعم
1:47:41 م 2026/01/05,84.5,علم حاسوب ,3,2,2,3,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),العمل الجماعي (ضمن فريق),1,لا
7:17:24 م 2026/01/05,88.85,علوم مالية ومصرفية ,3,1,4,1,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,1,نعم
7:17:25 م 2026/01/05,88.85,علوم مالية ومصرفية ,3,1,4,1,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),مزيج بين النظري والعملي,الاثنين معا,1,نعم
8:24:03 م 2026/01/05,82,هندسه مدنيه,2,3,1,1,تفكير منطقي,اجتماعي (بتحب تختلط بالناس بكثرة ),دراسة فيها عملي (تطبيق),الاثنين معا,4,نعم
